Month of Period End,Region,Avg. Median Sale Price
November 2019,"San Diego, CA - Loma Alta",$360K
December 2019,"San Diego, CA - Loma Alta",$360K
January 2020,"San Diego, CA - Loma Alta",$448K
February 2020,"San Diego, CA - Loma Alta",$453K
March 2020,"San Diego, CA - Loma Alta",$473K
April 2020,"San Diego, CA - Loma Alta",$464K
May 2020,"San Diego, CA - Loma Alta",$608K
June 2020,"San Diego, CA - Loma Alta",$449K
July 2020,"San Diego, CA - Loma Alta",$449K
August 2020,"San Diego, CA - Loma Alta",$442K
September 2020,"San Diego, CA - Loma Alta",$450K
October 2020,"San Diego, CA - Loma Alta",$600K
November 2020,"San Diego, CA - Loma Alta",$505K
December 2020,"San Diego, CA - Loma Alta",$629K
January 2021,"San Diego, CA - Loma Alta",$500K
February 2021,"San Diego, CA - Loma Alta",$455K
March 2021,"San Diego, CA - Loma Alta",$416K
April 2021,"San Diego, CA - Loma Alta",$503K
May 2021,"San Diego, CA - Loma Alta",$530K
June 2021,"San Diego, CA - Loma Alta",$530K
July 2021,"San Diego, CA - Loma Alta",$510K
August 2021,"San Diego, CA - Loma Alta",$485K
September 2021,"San Diego, CA - Loma Alta",$506K
October 2021,"San Diego, CA - Loma Alta",$805K
November 2021,"San Diego, CA - Loma Alta",$950K
February 2012,"San Diego, CA - Logan Heights",$162K
March 2012,"San Diego, CA - Logan Heights",$200K
April 2012,"San Diego, CA - Logan Heights",$200K
May 2012,"San Diego, CA - Logan Heights",$195K
June 2012,"San Diego, CA - Logan Heights",$190K
July 2012,"San Diego, CA - Logan Heights",$180K
August 2012,"San Diego, CA - Logan Heights",$186K
September 2012,"San Diego, CA - Logan Heights",$190K
October 2012,"San Diego, CA - Logan Heights",$190K
November 2012,"San Diego, CA - Logan Heights",$155K
December 2012,"San Diego, CA - Logan Heights",$182K
January 2013,"San Diego, CA - Logan Heights",$232K
February 2013,"San Diego, CA - Logan Heights",$243K
March 2013,"San Diego, CA - Logan Heights",$230K
April 2013,"San Diego, CA - Logan Heights",$227K
May 2013,"San Diego, CA - Logan Heights",$242K
June 2013,"San Diego, CA - Logan Heights",$220K
July 2013,"San Diego, CA - Logan Heights",$265K
August 2013,"San Diego, CA - Logan Heights",$260K
September 2013,"San Diego, CA - Logan Heights",$275K
October 2013,"San Diego, CA - Logan Heights",$263K
November 2013,"San Diego, CA - Logan Heights",$272K
December 2013,"San Diego, CA - Logan Heights",$272K
January 2014,"San Diego, CA - Logan Heights",$274K
February 2014,"San Diego, CA - Logan Heights",$275K
March 2014,"San Diego, CA - Logan Heights",$293K
April 2014,"San Diego, CA - Logan Heights",$275K
May 2014,"San Diego, CA - Logan Heights",$265K
June 2014,"San Diego, CA - Logan Heights",$265K
July 2014,"San Diego, CA - Logan Heights",$280K
August 2014,"San Diego, CA - Logan Heights",$290K
September 2014,"San Diego, CA - Logan Heights",$295K
October 2014,"San Diego, CA - Logan Heights",$295K
November 2014,"San Diego, CA - Logan Heights",$287K
December 2014,"San Diego, CA - Logan Heights",$258K
January 2015,"San Diego, CA - Logan Heights",$300K
February 2015,"San Diego, CA - Logan Heights",$300K
March 2015,"San Diego, CA - Logan Heights",$311K
April 2015,"San Diego, CA - Logan Heights",$338K
May 2015,"San Diego, CA - Logan Heights",$347K
June 2015,"San Diego, CA - Logan Heights",$368K
July 2015,"San Diego, CA - Logan Heights",$372K
August 2015,"San Diego, CA - Logan Heights",$392K
September 2015,"San Diego, CA - Logan Heights",$326K
October 2015,"San Diego, CA - Logan Heights",$288K
November 2015,"San Diego, CA - Logan Heights",$283K
December 2015,"San Diego, CA - Logan Heights",$335K
January 2016,"San Diego, CA - Logan Heights",$285K
February 2016,"San Diego, CA - Logan Heights",$280K
March 2016,"San Diego, CA - Logan Heights",$288K
April 2016,"San Diego, CA - Logan Heights",$300K
May 2016,"San Diego, CA - Logan Heights",$325K
June 2016,"San Diego, CA - Logan Heights",$340K
July 2016,"San Diego, CA - Logan Heights",$395K
August 2016,"San Diego, CA - Logan Heights",$477K
September 2016,"San Diego, CA - Logan Heights",$410K
October 2016,"San Diego, CA - Logan Heights",$414K
November 2016,"San Diego, CA - Logan Heights",$368K
December 2016,"San Diego, CA - Logan Heights",$417K
January 2017,"San Diego, CA - Logan Heights",$418K
February 2017,"San Diego, CA - Logan Heights",$368K
March 2017,"San Diego, CA - Logan Heights",$373K
April 2017,"San Diego, CA - Logan Heights",$381K
May 2017,"San Diego, CA - Logan Heights",$394K
June 2017,"San Diego, CA - Logan Heights",$409K
July 2017,"San Diego, CA - Logan Heights",$415K
August 2017,"San Diego, CA - Logan Heights",$420K
September 2017,"San Diego, CA - Logan Heights",$451K
October 2017,"San Diego, CA - Logan Heights",$471K
November 2017,"San Diego, CA - Logan Heights",$471K
December 2017,"San Diego, CA - Logan Heights",$445K
January 2018,"San Diego, CA - Logan Heights",$380K
February 2018,"San Diego, CA - Logan Heights",$360K
March 2018,"San Diego, CA - Logan Heights",$345K
April 2018,"San Diego, CA - Logan Heights",$398K
May 2018,"San Diego, CA - Logan Heights",$490K
June 2018,"San Diego, CA - Logan Heights",$490K
July 2018,"San Diego, CA - Logan Heights",$485K
August 2018,"San Diego, CA - Logan Heights",$445K
September 2018,"San Diego, CA - Logan Heights",$440K
October 2018,"San Diego, CA - Logan Heights",$415K
November 2018,"San Diego, CA - Logan Heights",$395K
December 2018,"San Diego, CA - Logan Heights",$405K
January 2019,"San Diego, CA - Logan Heights",$405K
February 2019,"San Diego, CA - Logan Heights",$420K
March 2019,"San Diego, CA - Logan Heights",$425K
April 2019,"San Diego, CA - Logan Heights",$432K
May 2019,"San Diego, CA - Logan Heights",$445K
June 2019,"San Diego, CA - Logan Heights",$460K
July 2019,"San Diego, CA - Logan Heights",$505K
August 2019,"San Diego, CA - Logan Heights",$505K
September 2019,"San Diego, CA - Logan Heights",$505K
October 2019,"San Diego, CA - Logan Heights",$425K
November 2019,"San Diego, CA - Logan Heights",$480K
December 2019,"San Diego, CA - Logan Heights",$472K
January 2020,"San Diego, CA - Logan Heights",$475K
February 2020,"San Diego, CA - Logan Heights",$479K
March 2020,"San Diego, CA - Logan Heights",$508K
April 2020,"San Diego, CA - Logan Heights",$533K
May 2020,"San Diego, CA - Logan Heights",$505K
June 2020,"San Diego, CA - Logan Heights",$560K
July 2020,"San Diego, CA - Logan Heights",$455K
August 2020,"San Diego, CA - Logan Heights",$467K
September 2020,"San Diego, CA - Logan Heights",$461K
October 2020,"San Diego, CA - Logan Heights",$710K
November 2020,"San Diego, CA - Logan Heights",$563K
December 2020,"San Diego, CA - Logan Heights",$586K
January 2021,"San Diego, CA - Logan Heights",$586K
February 2021,"San Diego, CA - Logan Heights",$646K
March 2021,"San Diego, CA - Logan Heights",$610K
April 2021,"San Diego, CA - Logan Heights",$429K
May 2021,"San Diego, CA - Logan Heights",$568K
June 2021,"San Diego, CA - Logan Heights",$560K
July 2021,"San Diego, CA - Logan Heights",$615K
August 2021,"San Diego, CA - Logan Heights",$650K
September 2021,"San Diego, CA - Logan Heights",$660K
October 2021,"San Diego, CA - Logan Heights",$633K
November 2021,"San Diego, CA - Logan Heights",$605K
February 2012,"San Diego, CA - Little Italy",$234K
March 2012,"San Diego, CA - Little Italy",$235K
April 2012,"San Diego, CA - Little Italy",$305K
May 2012,"San Diego, CA - Little Italy",$310K
June 2012,"San Diego, CA - Little Italy",$391K
July 2012,"San Diego, CA - Little Italy",$331K
August 2012,"San Diego, CA - Little Italy",$330K
September 2012,"San Diego, CA - Little Italy",$310K
October 2012,"San Diego, CA - Little Italy",$365K
November 2012,"San Diego, CA - Little Italy",$361K
December 2012,"San Diego, CA - Little Italy",$340K
January 2013,"San Diego, CA - Little Italy",$318K
February 2013,"San Diego, CA - Little Italy",$326K
March 2013,"San Diego, CA - Little Italy",$363K
April 2013,"San Diego, CA - Little Italy",$395K
May 2013,"San Diego, CA - Little Italy",$400K
June 2013,"San Diego, CA - Little Italy",$430K
July 2013,"San Diego, CA - Little Italy",$416K
August 2013,"San Diego, CA - Little Italy",$400K
September 2013,"San Diego, CA - Little Italy",$409K
October 2013,"San Diego, CA - Little Italy",$430K
November 2013,"San Diego, CA - Little Italy",$430K
December 2013,"San Diego, CA - Little Italy",$406K
January 2014,"San Diego, CA - Little Italy",$380K
February 2014,"San Diego, CA - Little Italy",$380K
March 2014,"San Diego, CA - Little Italy",$384K
April 2014,"San Diego, CA - Little Italy",$415K
May 2014,"San Diego, CA - Little Italy",$410K
June 2014,"San Diego, CA - Little Italy",$400K
July 2014,"San Diego, CA - Little Italy",$383K
August 2014,"San Diego, CA - Little Italy",$387K
September 2014,"San Diego, CA - Little Italy",$380K
October 2014,"San Diego, CA - Little Italy",$416K
November 2014,"San Diego, CA - Little Italy",$410K
December 2014,"San Diego, CA - Little Italy",$424K
January 2015,"San Diego, CA - Little Italy",$455K
February 2015,"San Diego, CA - Little Italy",$455K
March 2015,"San Diego, CA - Little Italy",$450K
April 2015,"San Diego, CA - Little Italy",$430K
May 2015,"San Diego, CA - Little Italy",$442K
June 2015,"San Diego, CA - Little Italy",$430K
July 2015,"San Diego, CA - Little Italy",$442K
August 2015,"San Diego, CA - Little Italy",$435K
September 2015,"San Diego, CA - Little Italy",$463K
October 2015,"San Diego, CA - Little Italy",$461K
November 2015,"San Diego, CA - Little Italy",$455K
December 2015,"San Diego, CA - Little Italy",$441K
January 2016,"San Diego, CA - Little Italy",$428K
February 2016,"San Diego, CA - Little Italy",$439K
March 2016,"San Diego, CA - Little Italy",$439K
April 2016,"San Diego, CA - Little Italy",$465K
May 2016,"San Diego, CA - Little Italy",$450K
June 2016,"San Diego, CA - Little Italy",$578K
July 2016,"San Diego, CA - Little Italy",$522K
August 2016,"San Diego, CA - Little Italy",$495K
September 2016,"San Diego, CA - Little Italy",$489K
October 2016,"San Diego, CA - Little Italy",$480K
November 2016,"San Diego, CA - Little Italy",$468K
December 2016,"San Diego, CA - Little Italy",$454K
January 2017,"San Diego, CA - Little Italy",$465K
February 2017,"San Diego, CA - Little Italy",$475K
March 2017,"San Diego, CA - Little Italy",$493K
April 2017,"San Diego, CA - Little Italy",$485K
May 2017,"San Diego, CA - Little Italy",$485K
June 2017,"San Diego, CA - Little Italy",$525K
July 2017,"San Diego, CA - Little Italy",$507K
August 2017,"San Diego, CA - Little Italy",$499K
September 2017,"San Diego, CA - Little Italy",$485K
October 2017,"San Diego, CA - Little Italy",$479K
November 2017,"San Diego, CA - Little Italy",$496K
December 2017,"San Diego, CA - Little Italy",$524K
January 2018,"San Diego, CA - Little Italy",$513K
February 2018,"San Diego, CA - Little Italy",$575K
March 2018,"San Diego, CA - Little Italy",$575K
April 2018,"San Diego, CA - Little Italy",$575K
May 2018,"San Diego, CA - Little Italy",$555K
June 2018,"San Diego, CA - Little Italy",$543K
July 2018,"San Diego, CA - Little Italy",$525K
August 2018,"San Diego, CA - Little Italy",$525K
September 2018,"San Diego, CA - Little Italy",$530K
October 2018,"San Diego, CA - Little Italy",$561K
November 2018,"San Diego, CA - Little Italy",$520K
December 2018,"San Diego, CA - Little Italy",$515K
January 2019,"San Diego, CA - Little Italy",$457K
February 2019,"San Diego, CA - Little Italy",$515K
March 2019,"San Diego, CA - Little Italy",$515K
April 2019,"San Diego, CA - Little Italy",$508K
May 2019,"San Diego, CA - Little Italy",$468K
June 2019,"San Diego, CA - Little Italy",$466K
July 2019,"San Diego, CA - Little Italy",$451K
August 2019,"San Diego, CA - Little Italy",$507K
September 2019,"San Diego, CA - Little Italy",$507K
October 2019,"San Diego, CA - Little Italy",$509K
November 2019,"San Diego, CA - Little Italy",$473K
December 2019,"San Diego, CA - Little Italy",$455K
January 2020,"San Diego, CA - Little Italy",$463K
February 2020,"San Diego, CA - Little Italy",$478K
March 2020,"San Diego, CA - Little Italy",$503K
April 2020,"San Diego, CA - Little Italy",$523K
May 2020,"San Diego, CA - Little Italy",$501K
June 2020,"San Diego, CA - Little Italy",$501K
July 2020,"San Diego, CA - Little Italy",$500K
August 2020,"San Diego, CA - Little Italy",$571K
September 2020,"San Diego, CA - Little Italy",$566K
October 2020,"San Diego, CA - Little Italy",$530K
November 2020,"San Diego, CA - Little Italy",$530K
December 2020,"San Diego, CA - Little Italy",$565K
January 2021,"San Diego, CA - Little Italy",$628K
February 2021,"San Diego, CA - Little Italy",$610K
March 2021,"San Diego, CA - Little Italy",$545K
April 2021,"San Diego, CA - Little Italy",$578K
May 2021,"San Diego, CA - Little Italy",$550K
June 2021,"San Diego, CA - Little Italy",$610K
July 2021,"San Diego, CA - Little Italy",$588K
August 2021,"San Diego, CA - Little Italy",$590K
September 2021,"San Diego, CA - Little Italy",$560K
October 2021,"San Diego, CA - Little Italy",$572K
November 2021,"San Diego, CA - Little Italy",$583K
July 2012,"San Diego, CA - Linwood",$395K
August 2012,"San Diego, CA - Linwood",$395K
September 2012,"San Diego, CA - Linwood",$395K
December 2012,"San Diego, CA - Linwood",$580K
January 2013,"San Diego, CA - Linwood",$580K
February 2013,"San Diego, CA - Linwood",$580K
July 2014,"San Diego, CA - Linwood",$535K
August 2014,"San Diego, CA - Linwood",$535K
September 2014,"San Diego, CA - Linwood",$535K
May 2015,"San Diego, CA - Linwood",$580K
June 2015,"San Diego, CA - Linwood",$580K
July 2015,"San Diego, CA - Linwood",$580K
August 2015,"San Diego, CA - Linwood",$675K
September 2015,"San Diego, CA - Linwood",$675K
October 2015,"San Diego, CA - Linwood",$675K
June 2017,"San Diego, CA - Linwood",$680K
July 2017,"San Diego, CA - Linwood",$680K
August 2017,"San Diego, CA - Linwood",$680K
March 2018,"San Diego, CA - Linwood",$875K
April 2018,"San Diego, CA - Linwood",$875K
May 2018,"San Diego, CA - Linwood",$875K
August 2019,"San Diego, CA - Linwood",$850K
September 2019,"San Diego, CA - Linwood",$850K
October 2019,"San Diego, CA - Linwood",$850K
November 2019,"San Diego, CA - Linwood",$723K
December 2019,"San Diego, CA - Linwood",$725K
January 2020,"San Diego, CA - Linwood",$725K
February 2020,"San Diego, CA - Linwood",$755K
November 2020,"San Diego, CA - Linwood",$900K
December 2020,"San Diego, CA - Linwood",$900K
January 2021,"San Diego, CA - Linwood",$900K
November 2021,"San Diego, CA - Linwood",$814K
February 2012,"San Diego, CA - Linda Vista",$297K
March 2012,"San Diego, CA - Linda Vista",$271K
April 2012,"San Diego, CA - Linda Vista",$283K
May 2012,"San Diego, CA - Linda Vista",$310K
June 2012,"San Diego, CA - Linda Vista",$322K
July 2012,"San Diego, CA - Linda Vista",$314K
August 2012,"San Diego, CA - Linda Vista",$287K
September 2012,"San Diego, CA - Linda Vista",$265K
October 2012,"San Diego, CA - Linda Vista",$297K
November 2012,"San Diego, CA - Linda Vista",$260K
December 2012,"San Diego, CA - Linda Vista",$288K
January 2013,"San Diego, CA - Linda Vista",$275K
February 2013,"San Diego, CA - Linda Vista",$310K
March 2013,"San Diego, CA - Linda Vista",$302K
April 2013,"San Diego, CA - Linda Vista",$275K
May 2013,"San Diego, CA - Linda Vista",$276K
June 2013,"San Diego, CA - Linda Vista",$350K
July 2013,"San Diego, CA - Linda Vista",$339K
August 2013,"San Diego, CA - Linda Vista",$346K
September 2013,"San Diego, CA - Linda Vista",$325K
October 2013,"San Diego, CA - Linda Vista",$323K
November 2013,"San Diego, CA - Linda Vista",$320K
December 2013,"San Diego, CA - Linda Vista",$328K
January 2014,"San Diego, CA - Linda Vista",$346K
February 2014,"San Diego, CA - Linda Vista",$385K
March 2014,"San Diego, CA - Linda Vista",$358K
April 2014,"San Diego, CA - Linda Vista",$350K
May 2014,"San Diego, CA - Linda Vista",$339K
June 2014,"San Diego, CA - Linda Vista",$339K
July 2014,"San Diego, CA - Linda Vista",$340K
August 2014,"San Diego, CA - Linda Vista",$355K
September 2014,"San Diego, CA - Linda Vista",$363K
October 2014,"San Diego, CA - Linda Vista",$370K
November 2014,"San Diego, CA - Linda Vista",$365K
December 2014,"San Diego, CA - Linda Vista",$359K
January 2015,"San Diego, CA - Linda Vista",$344K
February 2015,"San Diego, CA - Linda Vista",$373K
March 2015,"San Diego, CA - Linda Vista",$380K
April 2015,"San Diego, CA - Linda Vista",$380K
May 2015,"San Diego, CA - Linda Vista",$380K
June 2015,"San Diego, CA - Linda Vista",$371K
July 2015,"San Diego, CA - Linda Vista",$372K
August 2015,"San Diego, CA - Linda Vista",$375K
September 2015,"San Diego, CA - Linda Vista",$380K
October 2015,"San Diego, CA - Linda Vista",$382K
November 2015,"San Diego, CA - Linda Vista",$379K
December 2015,"San Diego, CA - Linda Vista",$381K
January 2016,"San Diego, CA - Linda Vista",$354K
February 2016,"San Diego, CA - Linda Vista",$365K
March 2016,"San Diego, CA - Linda Vista",$372K
April 2016,"San Diego, CA - Linda Vista",$400K
May 2016,"San Diego, CA - Linda Vista",$390K
June 2016,"San Diego, CA - Linda Vista",$399K
July 2016,"San Diego, CA - Linda Vista",$395K
August 2016,"San Diego, CA - Linda Vista",$400K
September 2016,"San Diego, CA - Linda Vista",$429K
October 2016,"San Diego, CA - Linda Vista",$411K
November 2016,"San Diego, CA - Linda Vista",$410K
December 2016,"San Diego, CA - Linda Vista",$417K
January 2017,"San Diego, CA - Linda Vista",$501K
February 2017,"San Diego, CA - Linda Vista",$509K
March 2017,"San Diego, CA - Linda Vista",$486K
April 2017,"San Diego, CA - Linda Vista",$430K
May 2017,"San Diego, CA - Linda Vista",$425K
June 2017,"San Diego, CA - Linda Vista",$425K
July 2017,"San Diego, CA - Linda Vista",$437K
August 2017,"San Diego, CA - Linda Vista",$436K
September 2017,"San Diego, CA - Linda Vista",$435K
October 2017,"San Diego, CA - Linda Vista",$455K
November 2017,"San Diego, CA - Linda Vista",$480K
December 2017,"San Diego, CA - Linda Vista",$489K
January 2018,"San Diego, CA - Linda Vista",$500K
February 2018,"San Diego, CA - Linda Vista",$452K
March 2018,"San Diego, CA - Linda Vista",$466K
April 2018,"San Diego, CA - Linda Vista",$452K
May 2018,"San Diego, CA - Linda Vista",$455K
June 2018,"San Diego, CA - Linda Vista",$456K
July 2018,"San Diego, CA - Linda Vista",$458K
August 2018,"San Diego, CA - Linda Vista",$456K
September 2018,"San Diego, CA - Linda Vista",$456K
October 2018,"San Diego, CA - Linda Vista",$460K
November 2018,"San Diego, CA - Linda Vista",$487K
December 2018,"San Diego, CA - Linda Vista",$551K
January 2019,"San Diego, CA - Linda Vista",$533K
February 2019,"San Diego, CA - Linda Vista",$512K
March 2019,"San Diego, CA - Linda Vista",$461K
April 2019,"San Diego, CA - Linda Vista",$464K
May 2019,"San Diego, CA - Linda Vista",$473K
June 2019,"San Diego, CA - Linda Vista",$483K
July 2019,"San Diego, CA - Linda Vista",$495K
